"cust","date"
8044,1973-01-01
8044,1974-01-01
8045,1970-01-01
8045,1971-01-01
8045,1972-01-01
8045,1973-01-01
8045,1974-01-01
8045,1975-01-01
8045,1976-01-01
8046,1970-01-01
8046,1971-01-01
8046,1972-01-01
8046,1973-01-01
8046,1974-01-01
8046,1975-01-01
8046,1976-01-01
8046,1977-01-01
8046,1978-01-01
8046,1979-01-01
8046,1980-01-01
8046,1981-01-01
8046,1982-01-01
8046,1983-01-01
8047,1970-01-01
8047,1975-01-01
8047,1976-01-01
8047,1977-01-01
8047,1981-01-01
8048,1970-01-01
8048,1971-01-01
8048,1972-01-01
8048,1973-01-01
8048,1974-01-01
8049,1970-01-01
8049,1971-01-01
8049,1973-01-01
8049,1975-01-01
8049,1976-01-01
8049,1978-01-01
8049,1980-01-01
8050,1970-01-01
8050,1971-01-01
8051,1970-01-01
8051,1974-01-01
8051,1975-01-01
8051,1976-01-01
8051,1977-01-01
8051,1980-01-01
8052,1970-01-01
8052,1971-01-01
8052,1972-01-01
8052,1973-01-01
8052,1974-01-01
8053,1970-01-01
8053,1973-01-01
8053,1976-01-01
8053,1977-01-01
8054,1970-01-01
8054,1971-01-01
8054,1972-01-01
8054,1973-01-01
8054,1974-01-01
8054,1975-01-01
8055,1970-01-01
8055,1972-01-01
8056,1970-01-01
8056,1975-01-01
8056,1977-01-01
8056,1978-01-01
8056,1980-01-01
8056,1981-01-01
8056,1982-01-01
8057,1970-01-01
8057,1971-01-01
8057,1972-01-01
8057,1973-01-01
8057,1975-01-01
8058,1970-01-01
8059,1970-01-01
8059,1971-01-01
8059,1972-01-01
8059,1975-01-01
8059,1976-01-01
8059,1977-01-01
8059,1978-01-01
8059,1979-01-01
8059,1980-01-01
8059,1981-01-01
8059,1982-01-01
8059,1983-01-01
8060,1970-01-01
8060,1971-01-01
8060,1972-01-01
8060,1973-01-01
8060,1974-01-01
8060,1975-01-01
8060,1976-01-01
8060,1977-01-01
8060,1978-01-01
8060,1979-01-01
8060,1980-01-01
8060,1981-01-01
8060,1982-01-01
8060,1983-01-01
8061,1970-01-01
8062,1970-01-01
8063,1970-01-01
8064,1970-01-01
8064,1971-01-01
8064,1972-01-01
8064,1974-01-01
8064,1975-01-01
8064,1976-01-01
8064,1979-01-01
8064,1980-01-01
8064,1983-01-01
8065,1970-01-01
8065,1973-01-01
8065,1974-01-01
8065,1975-01-01
8065,1976-01-01
8065,1979-01-01
8066,1970-01-01
8066,1971-01-01
8066,1972-01-01
8066,1973-01-01
8066,1975-01-01
8066,1976-01-01
8066,1977-01-01
8066,1978-01-01
8066,1979-01-01
8066,1981-01-01
8066,1983-01-01
8067,1970-01-01
8067,1971-01-01
8067,1973-01-01
8068,1970-01-01
8069,1970-01-01
8070,1970-01-01
8070,1971-01-01
8070,1972-01-01
8070,1973-01-01
8070,1974-01-01
8070,1975-01-01
8070,1976-01-01
8070,1977-01-01
8070,1978-01-01
8070,1979-01-01
8070,1980-01-01
8070,1981-01-01
8070,1983-01-01
8071,1970-01-01
8071,1971-01-01
8072,1970-01-01
8073,1970-01-01
8073,1971-01-01
8073,1972-01-01
8073,1973-01-01
8073,1974-01-01
8073,1975-01-01
8073,1977-01-01
8073,1978-01-01
8073,1979-01-01
8073,1980-01-01
8073,1981-01-01
8073,1982-01-01
8073,1983-01-01
8074,1970-01-01
8075,1970-01-01
8076,1970-01-01
8077,1970-01-01
8077,1971-01-01
8077,1972-01-01
8077,1973-01-01
8077,1974-01-01
8077,1975-01-01
8078,1970-01-01
8078,1971-01-01
8078,1972-01-01
8078,1974-01-01
8078,1975-01-01
8078,1976-01-01
8078,1977-01-01
8078,1978-01-01
8078,1979-01-01
8078,1980-01-01
8078,1981-01-01
8078,1982-01-01
8078,1983-01-01
8079,1970-01-01
8080,1970-01-01
8080,1971-01-01
8080,1972-01-01
8081,1970-01-01
8082,1970-01-01
8082,1971-01-01
8082,1972-01-01
8083,1970-01-01
8083,1976-01-01
8083,1980-01-01
8083,1981-01-01
8083,1982-01-01
8084,1970-01-01
8084,1971-01-01
8084,1972-01-01
8084,1973-01-01
8085,1970-01-01
8085,1971-01-01
8085,1972-01-01
8085,1973-01-01
8085,1974-01-01
8086,1970-01-01
8086,1971-01-01
8086,1972-01-01
8086,1973-01-01
8086,1974-01-01
8086,1975-01-01
8086,1976-01-01
8086,1978-01-01
8086,1979-01-01
8086,1981-01-01
8086,1982-01-01
8086,1983-01-01
8087,1970-01-01
8088,1970-01-01
8088,1971-01-01
8088,1972-01-01
8088,1973-01-01
8088,1974-01-01
8088,1975-01-01
8088,1976-01-01
8088,1977-01-01
8088,1978-01-01
8088,1979-01-01
8088,1980-01-01
8088,1981-01-01
8089,1970-01-01
8089,1971-01-01
8089,1972-01-01
8089,1973-01-01
8089,1975-01-01
8089,1977-01-01
8089,1978-01-01
8089,1979-01-01
8089,1980-01-01
8089,1981-01-01
8089,1982-01-01
8089,1983-01-01
8090,1970-01-01
8091,1970-01-01
8091,1971-01-01
8091,1972-01-01
8091,1973-01-01
8091,1974-01-01
8091,1975-01-01
8091,1976-01-01
8091,1977-01-01
8091,1978-01-01
8091,1979-01-01
8091,1980-01-01
8091,1981-01-01
8091,1982-01-01
8091,1983-01-01
8092,1970-01-01
8092,1971-01-01
8092,1972-01-01
8092,1973-01-01
8092,1974-01-01
8092,1975-01-01
8092,1976-01-01
8092,1977-01-01
8092,1978-01-01
8092,1979-01-01
8092,1980-01-01
8092,1981-01-01
8092,1982-01-01
8092,1983-01-01
8093,1970-01-01
8093,1971-01-01
8093,1972-01-01
8093,1973-01-01
8093,1974-01-01
8093,1975-01-01
8093,1976-01-01
8093,1977-01-01
8093,1978-01-01
8093,1979-01-01
8093,1980-01-01
8093,1981-01-01
8093,1982-01-01
8093,1983-01-01
8094,1970-01-01
8095,1970-01-01
8095,1971-01-01
8095,1972-01-01
8095,1973-01-01
8095,1974-01-01
8095,1975-01-01
8096,1970-01-01
8096,1971-01-01
8096,1972-01-01
8096,1974-01-01
8096,1975-01-01
8096,1977-01-01
8097,1970-01-01
8098,1970-01-01
8099,1970-01-01
8099,1971-01-01
8099,1972-01-01
8099,1974-01-01
8099,1975-01-01
8099,1977-01-01
8099,1978-01-01
8099,1979-01-01
8099,1980-01-01
8100,1970-01-01
8100,1971-01-01
8101,1970-01-01
8101,1971-01-01
8101,1972-01-01
8101,1973-01-01
8101,1974-01-01
8101,1975-01-01
8101,1976-01-01
8101,1977-01-01
8101,1979-01-01
8101,1980-01-01
8101,1981-01-01
8101,1982-01-01
8101,1983-01-01
8102,1970-01-01
8102,1975-01-01
8102,1981-01-01
8102,1982-01-01
8102,1983-01-01
8103,1970-01-01
8103,1971-01-01
8103,1972-01-01
8103,1973-01-01
8103,1974-01-01
8103,1975-01-01
8103,1977-01-01
8103,1978-01-01
8103,1979-01-01
8103,1980-01-01
8103,1981-01-01
8104,1970-01-01
8104,1971-01-01
8104,1973-01-01
8104,1975-01-01
8104,1977-01-01
8104,1978-01-01
8104,1979-01-01
8104,1980-01-01
8104,1981-01-01
8104,1982-01-01
8104,1983-01-01
8105,1970-01-01
8105,1972-01-01
8106,1970-01-01
8106,1971-01-01
8106,1973-01-01
8106,1974-01-01
8107,1970-01-01
8107,1971-01-01
8108,1970-01-01
8108,1971-01-01
8108,1972-01-01
8108,1973-01-01
8108,1975-01-01
8108,1976-01-01
8109,1970-01-01
8109,1971-01-01
8109,1972-01-01
8109,1973-01-01
8109,1974-01-01
8109,1975-01-01
8109,1976-01-01
8109,1977-01-01
8109,1978-01-01
8109,1979-01-01
8109,1980-01-01
8110,1970-01-01
8110,1971-01-01
8110,1972-01-01
8110,1973-01-01
8110,1974-01-01
8110,1975-01-01
8110,1976-01-01
8110,1977-01-01
8110,1978-01-01
8110,1979-01-01
8110,1980-01-01
8110,1981-01-01
8110,1982-01-01
8110,1983-01-01
8111,1970-01-01
8112,1970-01-01
8113,1970-01-01
8113,1971-01-01
8113,1972-01-01
8114,1970-01-01
8115,1970-01-01
8115,1971-01-01
8116,1970-01-01
8117,1970-01-01
8117,1971-01-01
8117,1974-01-01
8117,1975-01-01
8117,1976-01-01
8117,1977-01-01
8117,1978-01-01
8117,1979-01-01
8117,1980-01-01
8117,1981-01-01
8117,1983-01-01
8118,1970-01-01
8118,1971-01-01
8118,1972-01-01
8118,1974-01-01
8118,1976-01-01
8118,1977-01-01
8119,1970-01-01
8120,1970-01-01
8120,1972-01-01
8120,1974-01-01
8120,1975-01-01
8120,1977-01-01
8120,1978-01-01
8120,1979-01-01
8120,1980-01-01
8120,1981-01-01
8120,1982-01-01
8120,1983-01-01
8121,1970-01-01
8121,1974-01-01
8121,1979-01-01
8122,1970-01-01
8122,1971-01-01
8122,1972-01-01
8122,1973-01-01
8122,1974-01-01
8122,1975-01-01
8122,1976-01-01
8122,1978-01-01
8122,1979-01-01
8122,1980-01-01
8122,1981-01-01
8122,1983-01-01
8123,1970-01-01
8123,1971-01-01
8124,1970-01-01
8125,1970-01-01
8125,1973-01-01
8125,1974-01-01
8125,1977-01-01
8125,1978-01-01
8125,1980-01-01
8125,1981-01-01
8125,1982-01-01
8125,1983-01-01
8126,1970-01-01
8126,1971-01-01
8126,1972-01-01
8126,1973-01-01
8126,1974-01-01
8126,1975-01-01
8126,1976-01-01
8126,1977-01-01
8126,1978-01-01
8127,1970-01-01
8128,1970-01-01
8128,1971-01-01
8128,1972-01-01
8128,1973-01-01
8128,1974-01-01
8128,1975-01-01
8128,1976-01-01
8128,1977-01-01
8128,1978-01-01
8128,1980-01-01
8128,1981-01-01
8128,1983-01-01
8129,1970-01-01
8130,1970-01-01
8130,1971-01-01
8130,1972-01-01
8130,1973-01-01
8130,1974-01-01
8130,1975-01-01
8130,1976-01-01
8130,1978-01-01
8130,1979-01-01
8130,1980-01-01
8130,1981-01-01
8130,1982-01-01
8130,1983-01-01
8131,1970-01-01
8132,1970-01-01
8132,1971-01-01
8132,1972-01-01
8132,1974-01-01
8132,1975-01-01
8132,1977-01-01
8132,1978-01-01
8132,1979-01-01
8132,1980-01-01
8132,1981-01-01
8132,1982-01-01
8132,1983-01-01
8133,1970-01-01
8134,1970-01-01
8135,1970-01-01
8135,1971-01-01
8135,1972-01-01
8135,1973-01-01
8135,1974-01-01
8135,1975-01-01
8135,1976-01-01
8135,1977-01-01
8135,1978-01-01
8135,1979-01-01
8135,1980-01-01
8135,1981-01-01
8135,1982-01-01
8136,1970-01-01
8136,1971-01-01
8136,1973-01-01
8136,1974-01-01
8136,1975-01-01
8136,1976-01-01
8136,1977-01-01
8136,1978-01-01
8136,1979-01-01
8136,1980-01-01
8136,1981-01-01
8137,1970-01-01
8137,1982-01-01
8138,1970-01-01
8138,1971-01-01
8139,1970-01-01
8139,1971-01-01
8140,1970-01-01
8140,1971-01-01
8140,1972-01-01
8140,1974-01-01
8140,1976-01-01
8140,1977-01-01
8140,1978-01-01
8140,1979-01-01
8140,1980-01-01
8140,1981-01-01
8140,1982-01-01
8141,1970-01-01
8142,1970-01-01
8142,1971-01-01
8142,1972-01-01
8142,1973-01-01
8142,1974-01-01
8142,1975-01-01
8142,1976-01-01
8142,1977-01-01
8142,1978-01-01
8142,1979-01-01
8143,1970-01-01
8144,1970-01-01
8144,1971-01-01
8144,1972-01-01
8144,1973-01-01
8144,1974-01-01
8144,1975-01-01
8144,1976-01-01
8144,1977-01-01
8144,1978-01-01
8144,1979-01-01
8144,1980-01-01
8144,1981-01-01
8144,1982-01-01
8144,1983-01-01
8145,1970-01-01
8145,1971-01-01
8146,1970-01-01
8146,1971-01-01
8147,1970-01-01
8147,1973-01-01
8147,1974-01-01
8148,1970-01-01
8148,1972-01-01
8149,1970-01-01
8149,1971-01-01
8149,1973-01-01
8149,1976-01-01
8149,1977-01-01
8150,1970-01-01
8150,1971-01-01
8150,1973-01-01
8150,1974-01-01
8150,1975-01-01
8150,1976-01-01
8150,1977-01-01
8150,1978-01-01
8150,1979-01-01
8150,1980-01-01
8150,1981-01-01
8150,1982-01-01
8150,1983-01-01
8151,1970-01-01
8152,1970-01-01
8153,1970-01-01
8153,1971-01-01
8153,1972-01-01
8153,1973-01-01
8153,1974-01-01
8153,1975-01-01
8153,1976-01-01
8153,1977-01-01
8153,1978-01-01
8154,1970-01-01
8154,1971-01-01
8154,1973-01-01
8154,1974-01-01
8154,1975-01-01
8154,1976-01-01
8154,1977-01-01
8155,1970-01-01
8155,1972-01-01
8155,1976-01-01
8155,1978-01-01
8155,1979-01-01
8155,1980-01-01
8156,1970-01-01
8156,1973-01-01
8157,1970-01-01
8157,1971-01-01
8157,1972-01-01
8157,1973-01-01
8158,1970-01-01
8159,1970-01-01
8159,1971-01-01
8160,1970-01-01
8161,1970-01-01
8161,1971-01-01
8162,1970-01-01
8162,1971-01-01
8162,1972-01-01
8162,1977-01-01
8162,1978-01-01
8162,1979-01-01
8162,1980-01-01
8162,1981-01-01
8162,1982-01-01
8162,1983-01-01
8163,1970-01-01
8163,1971-01-01
8163,1972-01-01
8163,1973-01-01
8163,1974-01-01
8163,1975-01-01
8163,1976-01-01
8163,1977-01-01
8163,1978-01-01
8163,1979-01-01
8163,1980-01-01
8163,1981-01-01
8163,1982-01-01
8163,1983-01-01
8164,1970-01-01
8164,1972-01-01
8164,1973-01-01
8164,1974-01-01
8164,1976-01-01
8165,1970-01-01
8165,1972-01-01
8165,1973-01-01
8165,1974-01-01
8165,1975-01-01
8165,1976-01-01
8165,1977-01-01
8165,1979-01-01
8165,1981-01-01
8165,1983-01-01
8166,1970-01-01
8166,1971-01-01
8166,1974-01-01
8166,1975-01-01
8166,1976-01-01
8166,1977-01-01
8166,1978-01-01
8166,1980-01-01
8167,1970-01-01
8167,1971-01-01
8167,1972-01-01
8167,1973-01-01
8167,1974-01-01
8167,1975-01-01
8167,1976-01-01
8167,1977-01-01
8167,1978-01-01
8167,1979-01-01
8168,1970-01-01
8169,1970-01-01
8170,1970-01-01
8171,1970-01-01
8172,1970-01-01
8173,1970-01-01
8173,1975-01-01
8173,1979-01-01
8173,1982-01-01
8174,1970-01-01
8174,1971-01-01
8175,1970-01-01
8175,1971-01-01
8175,1973-01-01
8176,1970-01-01
8176,1971-01-01
8176,1972-01-01
8176,1976-01-01
8176,1978-01-01
8177,1970-01-01
8177,1972-01-01
8177,1973-01-01
8177,1974-01-01
8177,1975-01-01
8177,1976-01-01
8177,1978-01-01
8177,1980-01-01
8177,1981-01-01
8177,1983-01-01
8178,1970-01-01
8178,1971-01-01
8178,1972-01-01
8179,1970-01-01
8179,1971-01-01
8179,1972-01-01
8179,1973-01-01
8179,1974-01-01
8179,1975-01-01
8179,1976-01-01
8179,1977-01-01
8179,1978-01-01
8179,1979-01-01
8179,1980-01-01
8179,1981-01-01
8179,1982-01-01
8179,1983-01-01
8180,1970-01-01
8181,1970-01-01
8181,1971-01-01
8181,1972-01-01
8181,1973-01-01
8181,1974-01-01
8181,1975-01-01
8181,1976-01-01
8182,1970-01-01
8182,1972-01-01
8183,1970-01-01
8183,1971-01-01
8184,1970-01-01
8185,1970-01-01
8185,1971-01-01
8185,1972-01-01
8185,1973-01-01
8185,1974-01-01
8185,1976-01-01
8185,1977-01-01
8185,1979-01-01
8185,1982-01-01
8186,1970-01-01
8186,1971-01-01
8186,1972-01-01
8186,1973-01-01
8186,1974-01-01
8186,1975-01-01
8186,1976-01-01
8186,1977-01-01
8186,1978-01-01
8186,1979-01-01
8187,1970-01-01
8188,1970-01-01
8189,1970-01-01
8189,1971-01-01
8189,1972-01-01
8189,1973-01-01
8189,1974-01-01
8189,1975-01-01
8189,1976-01-01
8189,1977-01-01
8189,1978-01-01
8189,1979-01-01
8189,1980-01-01
8189,1981-01-01
8189,1982-01-01
8189,1983-01-01
8190,1970-01-01
8190,1982-01-01
8191,1970-01-01
8191,1971-01-01
8191,1972-01-01
8191,1973-01-01
8191,1974-01-01
8191,1975-01-01
8191,1976-01-01
8191,1977-01-01
8191,1979-01-01
8191,1980-01-01
8191,1981-01-01
8192,1970-01-01
8192,1980-01-01
8192,1981-01-01
8193,1970-01-01
8193,1971-01-01
8193,1972-01-01
8193,1973-01-01
8193,1974-01-01
8193,1975-01-01
8193,1976-01-01
8193,1977-01-01
8193,1978-01-01
8193,1979-01-01
8193,1980-01-01
8193,1981-01-01
8193,1982-01-01
8193,1983-01-01
8194,1970-01-01
8195,1970-01-01
8195,1975-01-01
8195,1978-01-01
8195,1979-01-01
8195,1980-01-01
8196,1970-01-01
8197,1970-01-01
8197,1971-01-01
8197,1972-01-01
8197,1973-01-01
8198,1970-01-01
8198,1971-01-01
8198,1972-01-01
8198,1973-01-01
8198,1974-01-01
8198,1975-01-01
8198,1976-01-01
8198,1977-01-01
8198,1978-01-01
8198,1979-01-01
8198,1980-01-01
8198,1981-01-01
8198,1982-01-01
8198,1983-01-01
8199,1970-01-01
8199,1975-01-01
8200,1970-01-01
8200,1972-01-01
8200,1973-01-01
8200,1976-01-01
8200,1978-01-01
8200,1979-01-01
8200,1982-01-01
8201,1970-01-01
8202,1970-01-01
8202,1971-01-01
8202,1972-01-01
8202,1973-01-01
8202,1974-01-01
8202,1975-01-01
8202,1976-01-01
8202,1977-01-01
8202,1978-01-01
8202,1979-01-01
8202,1980-01-01
8202,1981-01-01
8202,1982-01-01
8202,1983-01-01
8203,1970-01-01
8204,1970-01-01
8205,1970-01-01
8206,1970-01-01
8206,1971-01-01
8207,1970-01-01
8207,1971-01-01
8207,1972-01-01
8207,1973-01-01
8207,1974-01-01
8207,1975-01-01
8207,1976-01-01
8207,1977-01-01
8207,1978-01-01
8207,1979-01-01
8207,1980-01-01
8208,1970-01-01
8209,1970-01-01
8209,1971-01-01
8209,1972-01-01
8210,1970-01-01
8210,1971-01-01
8210,1974-01-01
8211,1970-01-01
8212,1970-01-01
8213,1970-01-01
8213,1971-01-01
8213,1972-01-01
8213,1973-01-01
8214,1970-01-01
8214,1972-01-01
8214,1973-01-01
8214,1975-01-01
8214,1976-01-01
8215,1970-01-01
8215,1971-01-01
8215,1972-01-01
8215,1973-01-01
8215,1974-01-01
8215,1975-01-01
8215,1976-01-01
8215,1977-01-01
8215,1978-01-01
8215,1979-01-01
8215,1980-01-01
8215,1981-01-01
8215,1982-01-01
8215,1983-01-01
8216,1970-01-01
8216,1971-01-01
8216,1972-01-01
8216,1974-01-01
8216,1975-01-01
8216,1976-01-01
8216,1980-01-01
8216,1981-01-01
8216,1983-01-01
8217,1970-01-01
8217,1971-01-01
8217,1972-01-01
8218,1970-01-01
8218,1976-01-01
8219,1970-01-01
8219,1971-01-01
8219,1972-01-01
8219,1973-01-01
8219,1974-01-01
8219,1975-01-01
8219,1976-01-01
8219,1977-01-01
8219,1978-01-01
8219,1980-01-01
8219,1982-01-01
8219,1983-01-01
8220,1970-01-01
8220,1975-01-01
8220,1978-01-01
8220,1980-01-01
8221,1970-01-01
8222,1970-01-01
8223,1970-01-01
8223,1973-01-01
8223,1975-01-01
8223,1976-01-01
8223,1977-01-01
8224,1970-01-01
8225,1970-01-01
8225,1973-01-01
8225,1980-01-01
8225,1983-01-01
8226,1970-01-01
8226,1971-01-01
8226,1972-01-01
8226,1973-01-01
8226,1974-01-01
8226,1975-01-01
8227,1970-01-01
8227,1971-01-01
8227,1972-01-01
8227,1973-01-01
8227,1974-01-01
8227,1975-01-01
8227,1976-01-01
8227,1977-01-01
8227,1978-01-01
8227,1979-01-01
8227,1980-01-01
8227,1981-01-01
8227,1982-01-01
8227,1983-01-01
8228,1970-01-01
8229,1970-01-01
8229,1971-01-01
8229,1972-01-01
8230,1970-01-01
8230,1971-01-01
8230,1972-01-01
8230,1973-01-01
8230,1974-01-01
8230,1975-01-01
8230,1976-01-01
8230,1977-01-01
8231,1970-01-01
8231,1971-01-01
8231,1972-01-01
8231,1973-01-01
8231,1974-01-01
8232,1970-01-01
8233,1970-01-01
8234,1970-01-01
8234,1971-01-01
8234,1972-01-01
8234,1973-01-01
8234,1976-01-01
8234,1977-01-01
8234,1978-01-01
8234,1979-01-01
8234,1982-01-01
8234,1983-01-01
8235,1970-01-01
8235,1971-01-01
8236,1970-01-01
8236,1971-01-01
8236,1974-01-01
8236,1975-01-01
8236,1977-01-01
8236,1978-01-01
8236,1980-01-01
8236,1982-01-01
8237,1970-01-01
8237,1971-01-01
8238,1970-01-01
8238,1971-01-01
8238,1972-01-01
8239,1970-01-01
8239,1971-01-01
8239,1972-01-01
8239,1973-01-01
8239,1974-01-01
8239,1975-01-01
8239,1976-01-01
8239,1977-01-01
8239,1978-01-01
8239,1979-01-01
8239,1980-01-01
8239,1981-01-01
8239,1982-01-01
8239,1983-01-01
8240,1970-01-01
8240,1971-01-01
8240,1972-01-01
8240,1973-01-01
8240,1974-01-01
8240,1976-01-01
8240,1977-01-01
8240,1978-01-01
8240,1979-01-01
8240,1980-01-01
8240,1981-01-01
8240,1982-01-01
8240,1983-01-01
8241,1970-01-01
8242,1970-01-01
8242,1971-01-01
8242,1972-01-01
8242,1973-01-01
8242,1974-01-01
8242,1975-01-01
8242,1976-01-01
8242,1977-01-01
8242,1978-01-01
8242,1979-01-01
8242,1980-01-01
8242,1981-01-01
8242,1982-01-01
8242,1983-01-01
8243,1970-01-01
8243,1973-01-01
8243,1974-01-01
8243,1976-01-01
8243,1977-01-01
8243,1979-01-01
8244,1970-01-01
8244,1971-01-01
8244,1974-01-01
8245,1970-01-01
8245,1971-01-01
8246,1970-01-01
8246,1971-01-01
8246,1972-01-01
8247,1970-01-01
8247,1971-01-01
8248,1970-01-01
8248,1971-01-01
8248,1974-01-01
8248,1977-01-01
8248,1978-01-01
8248,1979-01-01
8248,1981-01-01
8248,1982-01-01
8249,1970-01-01
8249,1973-01-01
8249,1975-01-01
8249,1978-01-01
8250,1970-01-01
8250,1971-01-01
8250,1972-01-01
8250,1973-01-01
8251,1970-01-01
8251,1973-01-01
8251,1975-01-01
8251,1977-01-01
8251,1980-01-01
8251,1981-01-01
8251,1983-01-01
8252,1970-01-01
8252,1972-01-01
8252,1976-01-01
8252,1977-01-01
8252,1978-01-01
8252,1980-01-01
8253,1970-01-01
8253,1972-01-01
8253,1973-01-01
8253,1974-01-01
8253,1975-01-01
8254,1970-01-01
8254,1971-01-01
8254,1974-01-01
8254,1975-01-01
8254,1977-01-01
8254,1982-01-01
8255,1970-01-01
8255,1971-01-01
8256,1970-01-01
8256,1971-01-01
8256,1972-01-01
8256,1973-01-01
8256,1974-01-01
8256,1975-01-01
8256,1976-01-01
8256,1977-01-01
8256,1978-01-01
8256,1979-01-01
8256,1980-01-01
8256,1981-01-01
8256,1982-01-01
8256,1983-01-01
8257,1970-01-01
8258,1970-01-01
8259,1970-01-01
8259,1971-01-01
8260,1970-01-01
8260,1971-01-01
8260,1972-01-01
8260,1973-01-01
8260,1974-01-01
8260,1975-01-01
8260,1976-01-01
8260,1977-01-01
8260,1978-01-01
8260,1980-01-01
8260,1981-01-01
8260,1982-01-01
8260,1983-01-01
8261,1970-01-01
8261,1971-01-01
8261,1972-01-01
8261,1973-01-01
8261,1974-01-01
8261,1975-01-01
8261,1976-01-01
8261,1977-01-01
8261,1978-01-01
8261,1979-01-01
8262,1970-01-01
8262,1971-01-01
8262,1972-01-01
8262,1973-01-01
8262,1974-01-01
8262,1978-01-01
8262,1980-01-01
8262,1981-01-01
8262,1982-01-01
8262,1983-01-01
8263,1970-01-01
8264,1970-01-01
8264,1971-01-01
8265,1970-01-01
8266,1970-01-01
8267,1970-01-01
8267,1972-01-01
8267,1973-01-01
8267,1974-01-01
8268,1970-01-01
8269,1970-01-01
8270,1970-01-01
8270,1971-01-01
8270,1973-01-01
8270,1976-01-01
8270,1979-01-01
8270,1980-01-01
8270,1981-01-01
8270,1982-01-01
8270,1983-01-01
8271,1970-01-01
8272,1970-01-01
8272,1974-01-01
8272,1975-01-01
8272,1977-01-01
8272,1978-01-01
8272,1979-01-01
8272,1981-01-01
8272,1982-01-01
8273,1970-01-01
8274,1970-01-01
8274,1971-01-01
8274,1974-01-01
8274,1976-01-01
8274,1977-01-01
8274,1978-01-01
8274,1979-01-01
8274,1980-01-01
8274,1981-01-01
8274,1982-01-01
8274,1983-01-01
8275,1970-01-01
8275,1971-01-01
8275,1972-01-01
8275,1973-01-01
8275,1974-01-01
8275,1975-01-01
8275,1979-01-01
8275,1982-01-01
8275,1983-01-01
8276,1970-01-01
8277,1970-01-01
8277,1971-01-01
8277,1972-01-01
8277,1973-01-01
8277,1974-01-01
8278,1970-01-01
8279,1970-01-01
8280,1970-01-01
8281,1970-01-01
8281,1971-01-01
8281,1972-01-01
8281,1973-01-01
8281,1974-01-01
8281,1975-01-01
8281,1976-01-01
8281,1977-01-01
8281,1978-01-01
8281,1979-01-01
8281,1980-01-01
8281,1981-01-01
8282,1970-01-01
8282,1971-01-01
8282,1972-01-01
8282,1973-01-01
8282,1974-01-01
8282,1975-01-01
8282,1976-01-01
8282,1977-01-01
8282,1978-01-01
8282,1979-01-01
8282,1980-01-01
8282,1981-01-01
8282,1982-01-01
8282,1983-01-01
8283,1970-01-01
8283,1974-01-01
8284,1970-01-01
8284,1972-01-01
8284,1974-01-01
8284,1975-01-01
8284,1978-01-01
8284,1979-01-01
8284,1983-01-01
8285,1970-01-01
8285,1971-01-01
8285,1972-01-01
8285,1974-01-01
8286,1970-01-01
8287,1970-01-01
8287,1971-01-01
8287,1972-01-01
8287,1973-01-01
8287,1974-01-01
8287,1975-01-01
8287,1976-01-01
8287,1977-01-01
8287,1978-01-01
8287,1979-01-01
8288,1970-01-01
8289,1970-01-01
8289,1971-01-01
8290,1970-01-01
8291,1970-01-01
8291,1971-01-01
8292,1970-01-01
8292,1971-01-01
8293,1970-01-01
8294,1970-01-01
8294,1971-01-01
8294,1972-01-01
8294,1976-01-01
8294,1977-01-01
8294,1978-01-01
8294,1979-01-01
8294,1980-01-01
8294,1981-01-01
8294,1983-01-01
8295,1970-01-01
8295,1971-01-01
8296,1970-01-01
8297,1970-01-01
8297,1972-01-01
8297,1974-01-01
8298,1970-01-01
8298,1971-01-01
8298,1972-01-01
8298,1973-01-01
8298,1974-01-01
8298,1975-01-01
8298,1976-01-01
8298,1977-01-01
8298,1978-01-01
8298,1979-01-01
8298,1980-01-01
8298,1981-01-01
8298,1982-01-01
8298,1983-01-01
8299,1970-01-01
8299,1971-01-01
8299,1972-01-01
8299,1973-01-01
8299,1975-01-01
8299,1976-01-01
8299,1977-01-01
8299,1978-01-01
8299,1979-01-01
8299,1980-01-01
8299,1981-01-01
8299,1982-01-01
8299,1983-01-01
8300,1970-01-01
8300,1971-01-01
8300,1972-01-01
8301,1970-01-01
8301,1971-01-01
8301,1972-01-01
8301,1973-01-01
8301,1974-01-01
8302,1970-01-01
8302,1972-01-01
8302,1973-01-01
8302,1974-01-01
8302,1975-01-01
8303,1970-01-01
8303,1971-01-01
8303,1974-01-01
8303,1975-01-01
8303,1977-01-01
8303,1978-01-01
8303,1979-01-01
8303,1980-01-01
8304,1970-01-01
8304,1971-01-01
8304,1975-01-01
8305,1970-01-01
8305,1971-01-01
8305,1972-01-01
8305,1973-01-01
8305,1974-01-01
8305,1975-01-01
8305,1976-01-01
8306,1970-01-01
8307,1970-01-01
8307,1971-01-01
8308,1970-01-01
8308,1971-01-01
8308,1972-01-01
8308,1974-01-01
8308,1975-01-01
8308,1976-01-01
8308,1977-01-01
8308,1978-01-01
8308,1979-01-01
8308,1980-01-01
8308,1981-01-01
8308,1982-01-01
8308,1983-01-01
8309,1970-01-01
8309,1972-01-01
8310,1970-01-01
8311,1970-01-01
8311,1974-01-01
8311,1975-01-01
8311,1982-01-01
8312,1970-01-01
8312,1971-01-01
8312,1972-01-01
8312,1973-01-01
8312,1974-01-01
8312,1975-01-01
8312,1976-01-01
